Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7444,0,0.1492,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",charge levels elevated typical cullen couple s anticipat remain case s
8671,6,0.1492,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay south south carolina markets hir investor s pretty strong ary initial success hire ed sort touch pipelines 
9157,2,0.1492,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",ed little multi family portfolio s like correctly s growth relative s like loan yields hung little understand sort portfolio driv drive growth york city rent stabilized portion trend
9268,3,0.1492,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",thanks separately commercial real estate continued elevated payoffs portfolio curious out commercial real estate portfolio
9517,1,0.1492,"term, market, business, change, mortgage, long, customer, month, sale, strategy",separate cards mean gross interest yield pick despite breakup change prime rates unique allows expand yields
9577,4,0.1492,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",finally wondered share trends loan delinquencies hear april elevated captured deferrals thanks
10463,2,0.1492,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",couple clarity s luis said plan borrows billion loan sale deal balance reduction billion imply securities portfolio billion consistent prior s
10494,2,0.1492,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",thanks quick securities services mentioned decline sequentially based seasonality exit business size underly growth trends segment
10651,2,0.1492,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",right forward out marianne hop unpack s backlog cited strong individual businesses especially n economic pressures outside informs out
10956,5,0.1492,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",od morn thanks tak s covered ground morn couple related items appreciate conservatism out october rate out meanfully change
11091,6,0.1492,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",thanks lastly curt provision guidance giv runn million million range noise s jumped certain loans loans created jump
11119,3,0.1492,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",interest bear okay sure math broader revenue guidance ed nims nims sort stabiliz revenue growth terms growth versus growth
11521,2,0.1492,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",quickly es s sounds like folks specific markets hold interest remind earned period transaction
12506,4,0.1492,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",thank quick marianne investment bankers lines passed concerns vernment shutdown reports open slow investment bank business thoughts
428,5,0.1491,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",missed minutes for addressed digg rise initiatives specifically different versus technology efficiency initiatives tak past s like ation driv revenues hard specifically ed play
5886,7,0.1491,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",understood right interest bear deposits million phonetic appreciat dynamics market index like million higher offset market index runn support current levels
6224,4,0.1491,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",perfect appreciate clarification portfolio dynamics thanks clear s earns share line items s assume gain loan sales trend n showed assumed contribution preferred redemption consider buybacks
6390,6,0.1491,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",understand model terms cecl curious s provide update mov parts legacy com historically provisioned higher rate s mark es cecl curious sort aspect deal closed
12444,2,0.1491,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",understood okay multifamily pric noted rates majority loans ed noted s pipeline flow curious long honor prior rate commitments
9212,2,0.149,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay great offline ed david stephen sure understand current balances finished september total foots billion custodial relationships ne reflected help specifically fourth like terms deposits terms investments realize obviously seasonally strongest words phase custodial relationship acquired close ed close
10610,1,0.149,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay system implementations acceleration consumer loan growth mentioned mortgage piece finalized platform today home equity products couple s later normal little delay implementation little headwind projections consumer loan growth
56,7,0.1487,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",thanks historically incredibly stable trad rehash
1766,1,0.1487,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay update terms preparation cross billion
3881,1,0.1487,"term, market, business, change, mortgage, long, customer, month, sale, strategy",finally ation libor guidance sort steady state
3983,0,0.1487,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",totally fine mak sure right million includes million increase
7453,4,0.1487,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",great assume financ bank lenders main causes party channel aggressive fair
9445,4,0.1487,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",mechanism people decide leave bank
9926,5,0.1487,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",great helpful thanks bonefish june upper s confident achievable upper
10042,6,0.1487,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",understood fair thanks separate dividend
10066,5,0.1487,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",able ascertain million specifically greater nashville offline sorry
10233,5,0.1487,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",excellent helpful appreciate s congratulations od 
10400,4,0.1487,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",nashville total million million resides greater nashville
10791,4,0.1487,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",month libor n impact loan yields n today libor encapsulated
11084,1,0.1487,"term, market, business, change, mortgage, long, customer, month, sale, strategy", ed sense momentum disruption market giv opportunity n past
11343,7,0.1487,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",right market started n higher rates
12681,7,0.1487,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",understood quickly start execute buyback
12747,5,0.1487,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",great s flavor investment bank pipeline second relative 
329,1,0.1486,"term, market, business, change, mortgage, long, customer, month, sale, strategy",od morn ed rate appears assume gets competed away listen banks competitive environment like longer term risk benefit erode wonder ation benefit find s thanks
484,3,0.1486,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",fair noted obviously loan demand stabilized trough reserves deferrals billion capital cushion curious feel like natural suspension
582,7,0.1486,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",out incremental stay level continue rate increases moves cumulative gets ultimately bank thanks
948,7,0.1486,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay structured finance business company drop tenure rates drove additional revenue margin necessarily rate forward magnitude
1108,6,0.1486,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",od morn raised charge offs guidance slightly versus wonder driv conservatism underly weakness certain portfolios thanks
1718,7,0.1486,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay walk terms core imply modest negative core basis
2087,0,0.1486,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",tcha investor s outlined longer term guidance like additional clarity s provide assumptions underpinn terms rate backdrop size balance sheet frame s levels
2748,4,0.1486,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay clear efficiency opportunities speak reflected expense growth out right
3031,5,0.1486,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",okay terrific appreciate program couple minor ones estimate overall level forness tim fees month ed life rate amortize fees versus like months loans curious
3937,1,0.1486,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay digital bank strategy roll sense push feels like roll market push wonder nationwide basis specific msas focused
3964,6,0.1486,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",understood sounds like loan deposit ratio near current range course 
4100,6,0.1486,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",update utah expansion contribut mean pretty meanfully inn feel like build
4101,4,0.1486,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",yeah okay right great capital management s ed increased flexibility contemplat capital management moves dividend hike share buyback capital build mode
4265,1,0.1486,"term, market, business, change, mortgage, long, customer, month, sale, strategy",thank little ed ths tighten card business changes mak industry respect competitiveness awards products s hopes come process
4883,4,0.1486,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",weren mean progress s efficiency target feels ed trade revenues expenses like shift emphasis generat revenues lower marginal cost said al efficiency means returns growth second gaps suntrust best class
4918,2,0.1486,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay scott s mortgage out near capacity fourth n demand sits refinances today
5030,0,0.1486,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",great thanks rich ed said rely ed little lower credit lines offer little balance risk adverse selection try grow environment growth partnerships mean n focus
5536,0,0.1486,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay discussion bank retain portion mortgage loans prime review s retained said million fourth ation review strategic rationale try protect fall rates
6259,5,0.1486,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",okay deferred gave ltvs loans debt service coverages
6268,3,0.1486,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",od obviously mathematically grind efficiency ratio continue operat leverage
6426,0,0.1486,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",great thanks scott rich little level reserves forward ed scott ed stimulus couple s assum item changes changes unemployment consumer behavior n positive impact ation reserves needed based employment 
6721,0,0.1486,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",s thanks tak s s past ed basis benefit loss shar walmart agreement wonder flex charge offs rise related covid
7863,7,0.1486,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",rate said inaudible january unclear definitive reit protected curious read politically speak rate stuff interpretation protected come sw pendulum
8746,5,0.1486,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",sorry okay thanks real quick ed deposit insurance fund assessment walk fourth s account need understand terms forward
9067,2,0.1486,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay loan loss provision reserve ignor cecl moment hard relatively stable balances credit cost forward
9322,0,0.1486,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide", thanks tak ed cover credit tailwind pretty consistently negative zero provisions sense normalized forward
9624,2,0.1486,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow", billion core transaction deposit growth came activity estimate percentage balances sticky nature thank
9940,3,0.1486,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",thanks tak positive operat leverage reasonable level intermediate term n challenge spread income out elevated investments spend
10371,1,0.1486,"term, market, business, change, mortgage, long, customer, month, sale, strategy",thank second capital bound little advanced approaches advanced rwas little higher standardized basis s construct optimize advanced rwas standardized approach focus
10555,2,0.1486,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay quick mentioned missed reduction spread loan balances million headwind notes right 
10768,4,0.1486,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",understood broad based fascinat hik cycle cost deposits basis s cecl updates process reserve especially consider loss history past s solid
10958,1,0.1486,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay room change evolution presume merger charges long covers costs associated
11122,5,0.1486,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",helpful final couple s initial thoughts impact cecl s thanks
11262,2,0.1486,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",thanks separate mention brokerage balances tick internally manage balances higher customer engagement hadn trend elaborate
11659,6,0.1486,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",lastly ths mentioned lower burden terminated swaps half helper continue incrementally
11916,7,0.1486,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay s decision process start balance sheet production n pressure premiums paid market
5614,4,0.1485,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",od morn s thank scenario page helpful picks potential cuts forward curve symantec wonder s cadence change potentially terms decline hedges come like like place slightly different gett ed try understand cadence change fully free cuts curve
153,3,0.148,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",ed start remix heard right prepared remarks sounded like said ed work mov clos loans s identify balance sheet growth
520,3,0.148,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay partnership loss matter misalignment partner sort reflection heightened competitive environment rich speak broader competitive environment thanks
833,1,0.148,"term, market, business, change, mortgage, long, customer, month, sale, strategy", bigger picture market branch closure overall sort isolated nailed total loan located markets experienced flood
1066,1,0.148,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay rate equity based comp activity generally hits misn acquisition related caused unique tim predictable past
1079,7,0.148,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",elaborate check deposit balance growth brian od team members growth mobile bank digital bank component millennials
1080,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",sense great summary provided million remain close ed said probably increase market occur fair summary
1515,2,0.148,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",valerie trajectory core mov forward
1672,7,0.148,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",thank start market mean called increase spend significantly fourth significant investment elaborate increase market purely accounts transaction volume increase currently
2108,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",great od entree change depth guidance paas flow versus ed sw aoci related rates drove increase capital thank
2133,3,0.148,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",s s branded card john mentioned feel od momentum continu solid better fees partnership headwind
2556,0,0.148,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",based terms overnight type stuff roll rate differential stuff com versus stuff com replac
3165,6,0.148,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",stay conservative thank
3307,4,0.148,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",second chris chris clear investor base plenty capital withstand cycle obviously remain profitable
3629,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",great weird hear alan voice wish best retirement
3676,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick", couple s manag event downside happens negative ths revenues come little lighter expense leverage expenses flat tougher environment
4108,0,0.148,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",thank s explanation gave forward help understand trajectory securities portfolio especially little stabilization n recently
4152,4,0.148,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",quick suntrust exactly leadership institute enjoyed investor play firm
4529,2,0.148,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",couple rich walmart moment understand historically buy prime assets anathema capital wonder particular portfolio relationship walmart makes compell
4888,0,0.148,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay weighted average cost putt days
5325,6,0.148,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",ed little expense indicated anticipat able br expenses prior ary ed understand environment redundancies obviously speak opportunity
5706,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",right mean estimate offline thank answers appreciate
5993,0,0.148,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",s thanks tak s even circle market runn s fourth curious help sort guidance cadence quickly dial dial
6117,3,0.148,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", commercial perform loans million million ed summary drove million million increase 
6473,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",s answered little s pretty transparent specials whatnot runn com s potential specials runn right like competitors deposit
6522,3,0.148,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay thanks cecl mentioned reserve on impact n home equity lend penalized cecl s runn actually tailwind ed hear thoughts
6937,2,0.148,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",od morn probably bill paydowns noticed tick charge offs recovery position note related enclosed malls written little 
7132,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",nitpick income catery loss noninterest income minus million mentioned advantaged investments ths
7269,0,0.148,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",ed circle downs s quantify sort traditionally normal 
7320,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",okay housekeep loan lease related fees million rate million past s unusual
7758,0,0.148,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide", specific mention seasonal factors specifically
8289,7,0.148,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay margin premium amortization speech overlap million past 
8636,6,0.148,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",od morn ed interest income came better ed lumpy flag annualize target billion plus obviously count drag puts s rates balance sheet growth like guidance conservative versus right
9712,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick", betsy graseck ed drill ths branded card mentioned gross 
9941,6,0.148,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",fair answer okay
10132,2,0.148,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",right intention forward retain vast majority
10686,2,0.148,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",rate andy compare rest corporate payments
10693,6,0.148,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",thanks wonder little detail s guidance nonmarket revenues prepared remarks ed couple extra negatives 
10792,0,0.148,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",ed touch base announcement march citi build digital consumer payments platform ed earlier issuer merchant ed understand ations market share improvement feel bleed opportunity issuance deliver services clients spend little thanks
11077,3,0.148,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",yeah sorry technical issues little clarity tim phonetic months
11319,5,0.148,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",okay helpful remind s ed floors loan portfolio percent loans floors today
11526,1,0.148,"term, market, business, change, mortgage, long, customer, month, sale, strategy",perfect thanks leave
11942,6,0.148,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",addendum additional sort product diversification florida sort export synovus florida operation
12198,6,0.148,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",risk portfolio interest rates higher federal home loan right
12241,1,0.148,"term, market, business, change, mortgage, long, customer, month, sale, strategy",thanks od morn leslie ed steve couple callers change curious worse opposite
12376,2,0.148,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",thanks quick provide information terms loan origination yields dust settled rate cuts libor mov lower course second curious type business yields 
12467,1,0.148,"term, market, business, change, mortgage, long, customer, month, sale, strategy", robert robert ed bank funds potentially fill shak loose touched december shook ths loose curious n increas s opportunities little better pric terms ths 
12717,7,0.148,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",yeah sorry fhlb rolls mentioned pass upper 
632,1,0.1475,"term, market, business, change, mortgage, long, customer, month, sale, strategy",perfect thank s switch gears live situation left s comfort secured collateral valuation beginn little left additional risk feel like od conservative whack apple speak
8411,0,0.1475,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",great mov credit s mean credit strong board banks s keep particular sectors portfolio sensed peers reported corporates commercial customers little optimistic fourth trade issues customer base
989,3,0.1474,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",quick paul paul mentioned global bank cateries loans grew self election expand
1750,2,0.1474,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",great thank yeah piece ary mortgage strength wouldn anticipate closes like continued thoughts mortgage piece
4588,4,0.1474,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal", ed response glenn excitement investors bank minimum clearly sure understood response risk rate exposure accord constraint leverage exposure feeds size component gsib surcharge calculation freed balance need recalibrate gsib surcharge
6940,2,0.1474,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",ed margin n sharp interest rates n money yield today loans securities loans
7353,6,0.1474,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay perfect thank couple lindsay pesky accretion reset normal stair step unusual recurr resets lower baseline start
8538,5,0.1474,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick", misunderstood thought meant million couple million simply impact commercial paydowns ths ed matt little better sense order magnitude impact
9566,5,0.1474,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",fair quick cecl manage account outcomes marianne mentioned areas cecl impact update cecl preparations estimate effects
252,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",od morn mentioned later quantify initiatives revenue expense component efforts
366,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",negative sws aoci clos impact credit spreads come believe stepped snapshot portfolio april
414,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal", drill mark prepared remarks capital allocation focus imply chang s manag capital
448,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",pipeline strong touch billion close normally pull rate
480,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy", said elaborate interest income meant wait january terms out puts s
651,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",terms runn multifamily loans under securitization months
725,7,0.1473,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",said basis s expansion fourth 
731,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide", little million million cecl component reflect underly credit trends thanks
752,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",understood okay helps terms million buyback approved forward quickly execute million actually 
795,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay different mortgage efficiency ratio like pieces backed changed
798,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",right billion round round com banks say fair estimate frost
940,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay physical presence york city tirschwell acquisition company mov bankers manhattan
999,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay clear includ items merger charges course core expenses billion billion right billion s like
1069,7,0.1473,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",linked basis variance pretty small sounds like
1100,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",thanks retail auto curious out moderate growth curious momentum 
1281,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",curious products confident drive pickup second half
1312,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",thanks ed seasonal impact scott street consensus provisions assum loan growth flat charge offs provision mean commensurate sort articulat
1333,7,0.1473,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",right like deposit actually slow sort reaccelerate benefits rates
1887,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",thank environment right second leveraged loans s outstand issues company week wonder balances
1931,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",great sorry money yield loan production versus fourth 
2123,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",buybacks optionality tool aggressive thoughts specifically
2358,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay ticked slightly global bank driv driv slight tick ratios 
2430,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",understood million savs reflected s
2467,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",capital markets business ed little impact came particularly out type improvements remain
2473,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",thanks od even express condolences washton capitals night tough game
2821,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",terms need order maintain profitability sense break
2867,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay relative sle digit expense growth doesn include efficiencies com plan mckinsey update april
3061,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",terms yields market today high bank
3486,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",service com conscious decision
3569,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",right finally s like income little light ths bucket driv little lower normal
3618,7,0.1473,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",thanks detail healthcare loans declined intentional decline refinanc away mentioned earlier chris out portfolio
3711,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",ed margin accretion half close deals relative basis s fourth 
3904,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",helpful alberto ed business credit production pipelines s like mov forward
3917,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay great sounds od appreciate added disclosures slide deck thank
3968,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay helpful acquisitions forward appetite portfolio purchases versus bank
3979,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",perfect great ed switch slide appreciate detail
4122,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",potentially pick little temporarily little loan income sales
4217,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",thank guidance second include impact loans lower yield
4220,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",great th growth billion asset forma forma growth rate
4244,5,0.1473,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick", migration criticized accrual event
4378,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy", curious john little update sort ths boston help size business days philadelphia markets
4461,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",little houston based real estate loans went perform bucket size type
4476,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay terms yields com mentioned near term growth reasonable
4612,7,0.1473,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",prepayments wonder ations missed said com terms loan maturities 
4999,7,0.1473,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",great thank shift gears slightly disruption denver marketplace s added bankers bankers 
5145,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",sorry address phonetic rail
5223,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal", quick update terms franchise finance portfolio railcar portfolio
5397,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",metrics monitor sure successful terms profitability growth
5446,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",million real estate mortgages secured million bulk blanket lien business assets
5651,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy", potential changes market spend engage expansion
5922,7,0.1473,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",od morn s aldis remix support margin loan deposit interested thresholds comfortable n remix ed prepared remarks
5973,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay million okay helpful macro anna david terms construction lend hop refreshed update
5991,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",expense decent growth expense services agreement
6056,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",perfect okay clarify catherine mentioned entertainment promotions million outsized runn
6112,4,0.1473,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay couple s deal indicated accretive basis s basis s sorry right gates right 
6164,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay valuation stand cause negative impact balance sheet
6174,6,0.1473,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",od hear prepared remarks mentioned elevated offs hop quantify sort payoffs compared 
6198,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay assumption closed pipeline like assume ths open certainly york city speech overlap
6227,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",thank credit said upward pressure criticized loans portfolio note thanks
6269,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay helpful mentioned million fdic credit credit forward receive benefit 
6274,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",terms charges identified sifi feel like track
6339,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",thanks david similar erika angle metro markets extent work right cycle benefit
6348,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",sorry chris details specifically remix occur benefit n kicked little
6380,1,0.1473,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay secondly shift happen franchise florida centric shift florida market speak little
6482,3,0.1473,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay geographically pockets s start little frothier start pull
6543,0,0.1473,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",sorry missed terms additional reserve builds ahead billion second 
6645,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow", yields invest type yields gett purchases
6776,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",right thanks cited balance loans healthy appetite s like upsiz program
6863,2,0.1473,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",s od momentum loan wonder continues like come high range average loan growth
